model_alias,model_name,mapping_name,mapping_family,mode,mean_semantic_prob_gain,mean_original_letter_prob_gain,mean_semantic_minus_original_prob_gain_moved,mean_js_shift
qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,canonical_taboo_normal_expected,semantic_words,cov_global_seed_101,0.0881109811501422,0.0881109811501422,,0.0700599871068788
qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,canonical_taboo_normal_expected,semantic_words,cov_global_seed_13,0.0753482357686152,0.0753482357686152,,0.0381062675184701
qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,canonical_taboo_normal_expected,semantic_words,cov_global_seed_131,0.0345573758531827,0.0345573758531827,,0.0519927223975947
qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,canonical_taboo_normal_expected,semantic_words,cov_global_seed_173,0.1073809126780058,0.1073809126780058,,0.1117440609130123
qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,canonical_taboo_normal_expected,semantic_words,cov_global_seed_211,0.0612786361792435,0.0612786361792435,,0.1060599518033296
qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,canonical_taboo_normal_expected,semantic_words,cov_global_seed_257,-0.073570478742719,-0.073570478742719,,0.0669228233985076
qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,canonical_taboo_normal_expected,semantic_words,cov_global_seed_29,-0.0589116391286855,-0.0589116391286855,,0.1429848602508443
qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,canonical_taboo_normal_expected,semantic_words,cov_global_seed_307,0.025887760251256,0.025887760251256,,0.0707165930430944
qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,canonical_taboo_normal_expected,semantic_words,cov_global_seed_47,-0.0381407269887859,-0.0381407269887859,,0.044349317319098
qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,canonical_taboo_normal_expected,semantic_words,cov_global_seed_71,-0.022681378936492,-0.022681378936492,,0.058165669335315
qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,canonical_taboo_normal_expected,semantic_words,cov_orthogonal_seed_101,-0.0008188422943931,-0.0008188422943931,,0.0011312290280387
qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,canonical_taboo_normal_expected,semantic_words,cov_orthogonal_seed_13,-0.0016716081251312,-0.0016716081251312,,0.0011057151001409
qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,canonical_taboo_normal_expected,semantic_words,cov_orthogonal_seed_131,0.0035916933557018,0.0035916933557018,,0.0010804620463404
qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,canonical_taboo_normal_expected,semantic_words,cov_orthogonal_seed_173,-0.0023611755653594,-0.0023611755653594,,0.000975633032439
qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,canonical_taboo_normal_expected,semantic_words,cov_orthogonal_seed_211,0.0045308651654825,0.0045308651654825,,0.0013217065801569
qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,canonical_taboo_normal_expected,semantic_words,cov_orthogonal_seed_257,-0.0011938660706315,-0.0011938660706315,,0.001273411902777
qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,canonical_taboo_normal_expected,semantic_words,cov_orthogonal_seed_29,-0.0051385075203143,-0.0051385075203143,,0.0012363959441055
qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,canonical_taboo_normal_expected,semantic_words,cov_orthogonal_seed_307,0.0004800310901676,0.0004800310901676,,0.0011774274918735
qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,canonical_taboo_normal_expected,semantic_words,cov_orthogonal_seed_47,0.0044476284771614,0.0044476284771614,,0.0011182951689691
qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,canonical_taboo_normal_expected,semantic_words,cov_orthogonal_seed_71,-0.0026631408836692,-0.0026631408836692,,0.0010181350052605
qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,canonical_taboo_normal_expected,semantic_words,cov_readout_seed_101,0.0900597952968382,0.0900597952968382,,0.1204847016541127
qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,canonical_taboo_normal_expected,semantic_words,cov_readout_seed_13,0.2216301731665832,0.2216301731665832,,0.141148315890153
qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,canonical_taboo_normal_expected,semantic_words,cov_readout_seed_131,0.0946628678163203,0.0946628678163203,,0.1232599847431886
qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,canonical_taboo_normal_expected,semantic_words,cov_readout_seed_173,0.1473438459846268,0.1473438459846268,,0.1815317794567404
qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,canonical_taboo_normal_expected,semantic_words,cov_readout_seed_211,0.0641702162780954,0.0641702162780954,,0.1226293371442369
qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,canonical_taboo_normal_expected,semantic_words,cov_readout_seed_257,-0.1043003547480718,-0.1043003547480718,,0.117060954328063
qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,canonical_taboo_normal_expected,semantic_words,cov_readout_seed_29,-0.0298612223741656,-0.0298612223741656,,0.1741058607760384
qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,canonical_taboo_normal_expected,semantic_words,cov_readout_seed_307,0.0526713135371134,0.0526713135371134,,0.147307924129038
qwen2_5_7b_instruct,Qwen/Qwen2.5-7B-Instruct,canonical_taboo_normal_expected,semantic_words,cov_readout_seed_47,-0.0490256119252687,-0.0490256119252687,,0.103782921941671
